rm_id,product_id,product_version,raw_material_alloy,raw_material_format_type,stock_location
2142,91900302,9.0,CPS Prof 6060 Lacado,35.0,SA 62
2142,91900302,10.0,CPS Prof 6060 Lacado,35.0,SA 53
2142,91900302,13.0,CPS Prof 6060 Lacado,35.0,SA 53
2142,91900302,14.0,CPS Prof 6060 Lacado,35.0,SA 53
2142,91900302,16.0,CPS Prof 6060 Lacado,35.0,SA 53
2142,91900302,17.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,18.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,20.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,21.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,22.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,23.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,24.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,25.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,26.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,27.0,CPS Prof 6060 Lacado,35.0,SA 60
2142,91900302,28.0,CPS Prof 6060 Lacado,35.0,SA 56
2142,91900302,29.0,CPS Prof 6060 Lacado,35.0,SA 58
2142,91900302,31.0,CPS 6060 (lacado),35.0,SA 59
2142,91900302,32.0,CPS 6060 (lacado),35.0,SA 59
2142,91900302,34.0,CPS 6060 (lacado),35.0,SA 59
2142,91900302,36.0,CPS 6060 (lacado),35.0,SA 59
2142,91900302,41.0,CPS 6060 (lacado),35.0,SA 02
2142,91900302,42.0,CPS 6060 (lacado),35.0,SA 02
2142,91900302,43.0,CPS 6060 (lacado),35.0,SA 02
2142,91900302,44.0,CPS 6060 (lacado),35.0,SA 02
2142,91900302,45.0,CPS 6060 (lacado),35.0,SA 02
2143,91900330,2.0,CPS Prof 6060 Anodized,35.0,SB 19
2143,91900330,5.0,CPS Prof 6060 Anodized,35.0,Temporal (Vaciar)
2143,91900330,6.0,CPS Prof 6060 Anodized,35.0,SB 16
2143,91900330,7.0,CPS Prof 6060 Anodized,35.0,SA 57
2143,91900330,8.0,CPS Prof 6060 Anodized,35.0,SA 57
2143,91900330,12.0,CPS Prof 6060 Anodized,35.0,SB 21
2143,91900330,13.0,CPS Prof 6060 Anodized,35.0,SB 10 Muro
2143,91900330,15.0,CPS Prof 6060 Anodized,35.0,SB 10 Muro
2143,91900330,16.0,CPS Prof 6060 Anodized,35.0,SB 10 Muro
2143,91900330,19.0,CPS Prof 6060 Anodized,35.0,SB 10 Muro
2143,91900330,21.0,CPS Prof 6060 Anodized,35.0,SB 10 Muro
2143,91900330,23.0,CPS Prof 6060 Anodized,35.0,Muro A
2143,91900330,25.0,CPS Prof 6060 Anodized,35.0,Muro A
2143,91900330,30.0,CPS 6060 (anodizado),35.0,SB 15 B
2143,91900330,32.0,CPS 6060 (anodizado),35.0,SB 15 B
2143,91900330,34.0,CPS 6060 (anodizado),35.0,SB 15 B
2143,91900330,35.0,CPS 6060 (anodizado),35.0,SB 15 B
2143,91900330,36.0,CPS 6060 (anodizado),35.0,SA 08
2143,91900330,37.0,CPS 6060 (anodizado),35.0,SA 08
2143,91900330,38.0,CPS 6060 (anodizado),35.0,SA 08
2143,91900330,39.0,CPS 6060 (anodizado),35.0,SA 08
2144,91900871,2.0,CPS Prof 6060 Thermal Break,35.0,Temporal (Vaciar)
2144,91900871,5.0,CPS Prof 6060 Thermal Break,35.0,SA 51
2144,91900871,6.0,CPS Prof 6060 Thermal Break,35.0,SA 51
2144,91900871,7.0,CPS Prof 6060 Thermal Break,35.0,SA 51
2144,91900871,8.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,9.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,10.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,11.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,13.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,14.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,15.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,16.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,17.0,CPS Prof 6060 Thermal Break,35.0,SA 62
2144,91900871,18.0,CPS Prof 6060 Thermal Break,35.0,VIRT-TR2-Proc-PT
2144,91900871,19.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,20.0,CPS Prof 6060 Thermal Break,35.0,SA Thermal Break
2144,91900871,22.0,CPS Prof 6060 Thermal Break,35.0,SA Puente térmico
2144,91900871,23.0,CPS Prof 6060 Thermal Break,35.0,SA PT
2144,91900871,26.0,CPS Prof 6060 Thermal Break,35.0,SA PT
2144,91900871,27.0,CPS Prof 6060 Thermal Break,35.0,SA PT
2144,91900871,28.0,CPS Prof 6060 Thermal Break,35.0,SA PT
2144,91900871,30.0,CPS Prof 6060 Thermal Break,35.0,SA PT
2144,91900871,31.0,CPS Prof 6060 Thermal Break,35.0,SA PT
2144,91900871,32.0,CPS Prof 6060 Thermal Break,35.0,SA 62
2144,91900871,33.0,CPS Prof 6060 Thermal Break,35.0,PT Largo
2144,91900871,35.0,CPS 6060 (puente térmico),35.0,PT Largo
2144,91900871,36.0,CPS 6060 (puente térmico),35.0,PT Largo
2144,91900871,38.0,CPS 6060 (puente térmico),35.0,PT Largo
2144,91900871,40.0,CPS 6060 (puente térmico),35.0,PT Largo
2144,91900871,44.0,CPS 6060 (puente térmico),35.0,PT Largo
2144,91900871,45.0,CPS 6060 (puente térmico),35.0,SA 09 B
2144,91900871,46.0,CPS 6060 (puente térmico),35.0,SA 09 B
2144,91900871,47.0,CPS 6060 (puente térmico),35.0,SA 09 B
2144,91900871,48.0,CPS 6060 (puente térmico),35.0,SA 09 B
2145,91900146,2.0,CPS Prof 6005,35.0,SA 61
2145,91900146,5.0,CPS Prof 6005,35.0,SA 61
2145,91900146,6.0,CPS Prof 6005,35.0,SA 61
2145,91900146,7.0,CPS Prof 6005,35.0,SA 61
2145,91900146,10.0,CPS Prof 6005,35.0,SB 20
2145,91900146,13.0,CPS Prof 6005,35.0,SA 54
2145,91900146,14.0,CPS Prof 6005,35.0,SA 54
2145,91900146,16.0,CPS Prof 6005,35.0,SA 54
2145,91900146,17.0,CPS Prof 6005,35.0,SA 54
2145,91900146,18.0,CPS Prof 6005,35.0,SA 54
2145,91900146,21.0,CPS Prof 6005,35.0,SA 54
2145,91900146,23.0,CPS Prof 6005,35.0,SA 54
2145,91900146,24.0,CPS Prof 6005,35.0,SA 55
2145,91900146,25.0,CPS Prof 6005,35.0,SA 55
2145,91900146,27.0,CPS Prof 6005,35.0,SA 55
2145,91900146,28.0,CPS Prof 6005,35.0,SA 55
2145,91900146,29.0,CPS Prof 6005,35.0,SA 61
2145,91900146,31.0,CPS 6005,35.0,SA 61
2145,91900146,32.0,CPS 6005,35.0,SA 58
2145,91900146,33.0,CPS 6005,35.0,SA 58
2145,91900146,35.0,CPS 6005,35.0,SA 58
2145,91900146,37.0,CPS 6005,35.0,SA 58
2145,91900146,38.0,CPS 6005,35.0,SA 01
2145,91900146,39.0,CPS 6005,35.0,SA 01
2145,91900146,40.0,CPS 6005,35.0,SA 01
2145,91900146,41.0,CPS 6005,35.0,SA 01
2146,91900160,2.0,CPS Prof 6082,35.0,SA 62
2146,91900160,5.0,CPS Prof 6082,35.0,SA 62
2146,91900160,6.0,CPS Prof 6082,35.0,SA 62
2147,91900270,1.0,Clean Litho,3.0,SB 16
2147,91900270,4.0,Clean Litho,3.0,SB 11
2147,91900270,5.0,Clean Litho,3.0,SB 13
2147,91900270,6.0,Clean Litho,3.0,SB 16 B
2147,91900270,18.0,Clean Litho,3.0,SB 11
2147,91900270,22.0,Clean Litho,3.0,SB 11 B
2147,91900270,37.0,Litografía,47.0,SB 20
2147,91900270,38.0,Litografía,47.0,SB 14 A
2147,91900270,39.0,Litografía,47.0,SB 14 A
2147,91900270,41.0,Litografía,47.0,SB 13
2147,91900270,43.0,Litografía,47.0,SB 13
2148,91900170,3.0,CS 6063 Anod - Fercometal,36.0,SB 11
2149,91900170,3.0,CS 6063 Anod - Merchan,36.0,DELETED_07.02:2020_SB 10
2149,91900170,6.0,CS 6063 Anod - Merchan,36.0,SB 15
2149,91900170,7.0,CS 6063 Anod - Merchan,36.0,SB 07
2150,91900170,4.0,CS 6063 Anod - Recycob,36.0,SB 02
2150,91900170,7.0,CS 6063 Anod - Recycob,36.0,SB 15
2150,91900170,8.0,CS 6063 Anod - Recycob,36.0,SB 10 B
2151,91901201,3.0,CS 6063 Anod - Sau,36.0,SB 12
2151,91901201,6.0,CS 6063 Anod - Sau,36.0,SB 11
2151,91901201,7.0,CS 6063 Anod - Sau,36.0,DELETED_07.02:2020_SB 10
2151,91901201,8.0,CS 6063 Anod - Sau,36.0,SB 20
2151,91901201,9.0,CS 6063 Anod - Sau,36.0,SB 19
2151,91901201,10.0,CS 6063 Anod - Sau,36.0,SB 17 A
2152,91900170,1.0,CS 6063 Anod - Vela,36.0,SB 15
2152,91900170,3.0,CS 6063 Anod - Vela,36.0,SB 20
2153,91900170,3.0,CS 6063 Anodized,36.0,SB 20
2153,91900170,6.0,CS 6063 Anodized,36.0,SB 13
2153,91900170,7.0,CS 6063 Anodized,36.0,SB 07
2153,91900170,8.0,CS 6063 Anodized,36.0,SB 12
2153,91900170,9.0,CS 6063 Anodized,36.0,SB 12
2153,91900170,10.0,CS 6063 Anodized,36.0,SB 16 B
2153,91900170,11.0,CS 6063 Anodized,36.0,SB 16 A
2153,91900170,13.0,CS 6063 Anodized,36.0,SB CS 1050
2153,91900170,14.0,CS 6063 Anodized,36.0,SB 11
2153,91900170,15.0,CS 6063 Anodized,36.0,SB 11
2153,91900170,16.0,CS 6063 Anodized,36.0,SB 09
2153,91900170,22.0,CS 6063 Anodized,36.0,SB 09
2153,91900170,23.0,CS 6063 Anodized,36.0,SB 09
2153,91900170,24.0,CS 6063 Anodized,36.0,SB 09
2153,91900170,25.0,CS 6063 Anodized,36.0,SC 06 A
2153,91900170,36.0,CS 6063 Anodized,47.0,SB 11 B
2155,91900296,3.0,CS 6063 Laca - Merchan,36.0,SB 16
2155,91900296,6.0,CS 6063 Laca - Merchan,36.0,SB 20
2155,91900296,7.0,CS 6063 Laca - Merchan,36.0,SB 12 B
2156,91900296,3.0,CS 6063 Laca - Recycob,36.0,SB 12
2156,91900296,7.0,CS 6063 Laca - Recycob,36.0,SB 14 B
2157,91900296,1.0,CS 6063 Laca - Sau,36.0,SB 14
2157,91900296,3.0,CS 6063 Laca - Sau,36.0,SB 14
2157,91900296,7.0,CS 6063 Laca - Sau,36.0,SB 07
2158,91900296,7.0,CS 6063 Laca - Vela,36.0,SB 14 B
2159,91900296,3.0,CS 6063 lacado,36.0,SB 19
2159,91900296,6.0,CS 6063 lacado,36.0,SB 18
2159,91900296,8.0,CS 6063 lacado,36.0,SB 12 B
2159,91900296,9.0,CS 6063 lacado,36.0,SB 11
2159,91900296,10.0,CS 6063 lacado,36.0,SB 17 A
2159,91900296,11.0,CS 6063 lacado,36.0,SB 16 B
2159,91900296,13.0,CS 6063 lacado,36.0,SB 18
2159,91900296,14.0,CS 6063 lacado,36.0,SB 16 A
2160,91900143,1.0,CPS Prof 6060 long,35.0,SA 51
2160,91900143,4.0,CPS Prof 6060 long,35.0,SA 53
2160,91900143,5.0,CPS Prof 6060 long,35.0,SA 53
2160,91900143,6.0,CPS Prof 6060 long,35.0,SA 53
2160,91900143,7.0,CPS Prof 6060 long,35.0,SA 54
2160,91900143,8.0,CPS Prof 6060 long,35.0,SA 62
2160,91900143,9.0,CPS Prof 6060 long,35.0,Temporal (Vaciar)
2160,91900143,11.0,CPS Prof 6060 long,35.0,SA 61
2160,91900143,12.0,CPS Prof 6060 long,35.0,SA 54
2160,91900143,14.0,CPS Prof 6060 long,35.0,SA 54
2160,91900143,15.0,CPS Prof 6060 long,35.0,Temporal (Vaciar)
2160,91900143,16.0,CPS Prof 6060 long,35.0,SA 57
2160,91900143,17.0,CPS Prof 6060 long,35.0,SA58
2160,91900143,18.0,CPS Prof 6060 long,35.0,SA 58
2160,91900143,19.0,CPS Prof 6060 long,35.0,SA 57
2161,1307,1.0,Cu 80%,19.0,AA04
2161,1307,5.0,Cu 80%,19.0,AA04
2161,1307,6.0,Cu 80%,19.0,AA04
2161,1307,7.0,Cu 80%,19.0,AA04
2161,1307,8.0,Cu 80%,19.0,AA04
2161,1307,10.0,Cu 80%,19.0,AA04
2161,1307,12.0,Cu 80%,19.0,AA04
2161,1307,13.0,Cu 80%,19.0,AA04
2161,1307,14.0,Cu 80%,19.0,AA04
2161,1307,18.0,Cu 80%,19.0,AA04
2161,1307,20.0,Cu 80%,19.0,AA04
2161,1307,21.0,Cu 80%,19.0,AA04
2161,1307,22.0,Cu 80%,19.0,AA04
2161,1307,26.0,Cu 80%,19.0,AA04
2182,91901201,1.0,CS 6063 Anodized delaquered,36.0,SB 12
2182,91901201,4.0,CS 6063 Anodized delaquered,36.0,DELETED_07.02:2020_SB 10
2182,91901201,5.0,CS 6063 Anodized delaquered,36.0,SB 11
2182,91901201,6.0,CS 6063 Anodized delaquered,36.0,SB 16 B
2182,91901201,7.0,CS 6063 Anodized delaquered,36.0,DELETED_07.02:2020_SB 10
2201,91900170,1.0,CS 6106 Anodized,36.0,SB 16
2201,91900170,4.0,CS 6106 Anodized,36.0,SB 19
2201,91900170,5.0,CS 6106 Anodized,36.0,SB 16 B
2201,91900170,8.0,CS 6106 Anodized,36.0,SB 14
2222,91900177,1.0,CS 6082,36.0,SB 20
2222,91900177,4.0,CS 6082,36.0,SB 20
2222,91900177,5.0,CS 6082,36.0,SB 20
2223,91901113,1.0,CPS 6082 Anodized,36.0,SB 21
2223,91901113,4.0,CPS 6082 Anodized,36.0,SB 21
2223,91901113,5.0,CPS 6082 Anodized,36.0,SA 62
2261,91900173,1.0,CS 6005,36.0,SB 19
2261,91900173,2.0,CS 6005,36.0,SB 19
2282,91901250,3.0,CPS Prof 6005 Anodized,36.0,SB 09
2282,91901250,4.0,CPS Prof 6005 Anodized,36.0,SB 18 A
2282,91901250,8.0,CPS Prof 6005 Anodized,36.0,SB 18 B
2282,91901250,10.0,CPS Prof 6005 Anodized,36.0,SB 18 B
2283,91901113,3.0,CPS Prof 6082 Anodized,36.0,SB 21
2283,91901113,4.0,CPS Prof 6082 Anodized,36.0,SB 17
2283,91901113,6.0,CPS Prof 6082 Anodized,36.0,SB 20 A
2283,91901113,9.0,CPS Prof 6082 Anodized,36.0,SB 16 B
2283,91901113,11.0,CPS Prof 6082 Anodized,36.0,SB 18 B
2284,91900303,1.0,CPS Prof 6005  Lacado,36.0,SB 18
2284,91900303,3.0,CPS Prof 6005  Lacado,36.0,SB 09
2284,91900303,4.0,CPS Prof 6005  Lacado,36.0,SB 18 A
2284,91900303,7.0,CPS Prof 6005  Lacado,36.0,SB 15 A
2284,91900303,8.0,CPS Prof 6005  Lacado,36.0,SB 18 A
2284,91900303,10.0,CPS Prof 6005  Lacado,36.0,SB 18 B
2284,91900303,13.0,CPS Prof 6005  Lacado,36.0,SA Thermal Break
2284,91900303,15.0,CPS Prof 6005  Lacado,36.0,SB 19 B
2285,91900304,1.0,CPS Prof 6082 Lacado,36.0,SB 18
2285,91900304,3.0,CPS Prof 6082 Lacado,36.0,SA 62
2285,91900304,9.0,CPS Prof 6082 Lacado,36.0,SB 18 B
2302,91901201,4.0,CS 6063 Anodized delaq 11B,36.0,SB 11 B
2304,91901201,2.0,CS 6063 Anodized delaq 11A,36.0,SB 11 A
2322,91901201,1.0,CS 6063 Anodized delaq 12A,36.0,SB 12
2323,91901201,1.0,CS 6063 Anodized delaq 12B,36.0,SB 12
2341,91901201,2.0,CS 6063 Anodized delaq 14A,36.0,SB 14 A
2343,91901201,1.0,CS 6063 Anodized delaq 15A,36.0,SB 15 A
2344,91901201,1.0,CS 6063 Anodized delaq 15B,36.0,SB 15 B
2345,91901201,1.0,CS 6063 Anodized delaq 16A,36.0,SB 16 A
2347,91901201,1.0,CS 6063 Anodized delaq 17A,36.0,SB 17 A
2348,91901201,1.0,CS 6063 Anodized delaq 17B,36.0,SB 17 B
2362,91900143,1.0,606035 IS,36.0,SB 02
2363,91901201,1.0,CS 6063 Anodized delaq 18B,36.0,SB 18 B
2364,91901201,1.0,CS 6063 Anodized delaq 10A,36.0,DELETED_07.02:2020_SB 10
2365,91901201,1.0,CS 6063 Anodized delaq 10B,36.0,DELETED_07.02:2020_SB 10
2401,91901341,1.0,CS 6063 temp andod delaquered,36.0,SB 19
2401,91901341,2.0,CS 6063 temp andod delaquered,36.0,SB 19
2401,91901341,3.0,CS 6063 temp andod delaquered,36.0,SB 19
2401,91901341,8.0,CS 6063 temp andod delaquered,36.0,DELETED_07.02:2020_SB 10
2401,91901341,10.0,CS 6063 temp andod delaquered,36.0,SB 13
2401,91901341,11.0,CS 6063 temp andod delaquered,36.0,DELETED_07.02:2020_SB 10
2401,91901341,12.0,CS 6063 temp andod delaquered,36.0,DELETED_07.02:2020_SB 10
2401,91901341,19.0,CS 6063 temp andod delaquered,36.0,DELETED_07.02:2020_SB 10
2401,91901341,20.0,CS 6063 temp andod delaquered,36.0,DELETED_07.02:2020_SB 10
2401,91901341,21.0,CS 6063 temp andod delaquered,36.0,DELETED_07.02:2020_SB 10
2401,91901341,22.0,CS 6063 temp andod delaquered,36.0,DELETED_07.02:2020_SB 10
2401,91901341,23.0,CS 6063 temp andod delaquered,47.0,DELETED_07.02:2020_SB 10
2401,91901341,24.0,CS 6063 temp andod delaquered,47.0,SB 14
2401,91901341,25.0,CS 6063 temp andod delaquered,47.0,DELETED_07.02:2020_SB 10
2401,91901341,27.0,CS 6063 temp andod delaquered,47.0,DELETED_07.02:2020_SB 10
2401,91901341,28.0,CS 6063 temp andod delaquered,47.0,SC 01
2402,1025,1.0,TI-Bors rod,31.0,AA07
2402,1025,3.0,TI-Bors rod,31.0,AA07
2402,1025,7.0,TI-Bors rod,31.0,AA07
2402,1025,8.0,TI-Bors rod,31.0,AA07
2402,1025,9.0,TI-Bors rod,31.0,AA07
2421,91901250,2.0,CS 6005 anodized,39.0,SB 17 A
2441,91900173,1.0,CS 6005,39.0,SB 13 B
2441,91900173,2.0,CS 6005,39.0,SB 19 B
2441,91900173,3.0,CS 6005,39.0,SB 14 A
2441,91900173,5.0,CS 6005,39.0,SB 15
2441,91900173,8.0,CS 6005,39.0,SB 15
2441,91900173,9.0,CS 6005,39.0,SB 20
2441,91900173,11.0,CS 6005,39.0,SB 20
2441,91900173,13.0,CS 6005,39.0,SB 20
2441,91900173,15.0,CS 6005,6.0,SB 20
2441,91900173,16.0,CS 6005,6.0,SB 20 B
2481,91901070,1.0,CS 6063 Laquered,47.0,SB 20
2481,91901070,2.0,CS 6063 Laquered,47.0,SB 20
2481,91901070,6.0,CS 6063 Laquered,47.0,SB 21
2482,91901342,1.0,CS 6063- Anodized,47.0,SB 16
2482,91901342,3.0,CS 6063- Anodized,47.0,SB 16
2482,91901342,7.0,CS 6063- Anodized,47.0,SB 16
2482,91901342,11.0,CS 6063- Anodized,47.0,SB 16
2482,91901342,12.0,CS 6063- Anodized,47.0,SB 17
2482,91901342,13.0,CS 6063- Anodized,47.0,SB 17
2482,91901342,14.0,CS 6063- Anodized,47.0,SB 17
2482,91901342,15.0,CS 6063- Anodized,47.0,SB 17
2482,91901342,21.0,CS 6063- Anodized,47.0,SB 17
2482,91901342,22.0,CS 6063- Anodized,47.0,SB 17
2482,91901342,24.0,CS 6063- Anodized,47.0,SB 17
2482,91901342,25.0,CS 6063- Anodized,47.0,SB 17
2482,91901342,26.0,CS 6063- Anodized,47.0,SB 16
2482,91901342,28.0,CS 6063- Anodized,47.0,SB 16
2482,91901342,30.0,CS 6063- Anodized,47.0,SC 02
2482,91901342,33.0,CS 6063- Anodized,47.0,SB 14 A
2521,1026,1.0,Ti - Bors,7.0,AA00
2521,1026,3.0,Ti - Bors,7.0,AA00
2521,1026,4.0,Ti - Bors,7.0,AA00
2521,1026,7.0,Ti - Bors,7.0,AA00
2521,1026,8.0,Ti - Bors,7.0,AA00
2521,1026,9.0,Ti - Bors,7.0,AA00
2521,1026,11.0,Ti - Bors,7.0,AA00
2561,2488,3.0,Fe 80% kg,19.0,AA08
2561,2488,4.0,Fe 80% kg,19.0,AA08
2561,2488,6.0,Fe 80% kg,19.0,AA08
2561,2488,8.0,Fe 80% kg,19.0,AA08
2561,2488,9.0,Fe 80% kg,19.0,AA08
2561,2488,12.0,Fe 80% kg,19.0,AA08
2601,91901320,5.0,CS 6063 Lacdo Shredded,47.0,SB 19
2601,91901320,12.0,CS 6063 Lacdo Shredded,47.0,SB 16
2601,91901320,13.0,CS 6063 Lacdo Shredded,47.0,SB 19
2601,91901320,14.0,CS 6063 Lacdo Shredded,47.0,SB 13
2601,91901320,16.0,CS 6063 Lacdo Shredded,47.0,SB 16
2601,91901320,17.0,CS 6063 Lacdo Shredded,47.0,SB 16 B
2601,91901320,18.0,CS 6063 Lacdo Shredded,47.0,Temp1320
2741,91900274,1.0,1050 Sheets,3.0,SB 13 B
2741,91900274,7.0,1050 Sheets,6.0,SB 16 A
2741,91900274,8.0,1050 Sheets,6.0,SB CS 1050
2741,91900274,9.0,1050 Sheets,6.0,SB CS 1050
2741,91900274,10.0,1050 Sheets,6.0,SB CS 1050
2741,91900274,11.0,1050 Sheets,6.0,SB CS 1050
2741,91900274,12.0,1050 Sheets,6.0,SB CS 1050
2741,91900274,21.0,1050 Sheets,6.0,SB 11
2741,91900274,33.0,CS 1050,6.0,1050 Lavadero
2741,91900274,35.0,CS 1050,6.0,1050 Lavadero
2741,91900274,36.0,CS 1050,6.0,SB 16
2741,91900274,37.0,CS 1050,6.0,Lavadero - 1050
2741,91900274,39.0,CS 1050,6.0,Lavadero - 1050
2741,91900274,40.0,CS 1050,6.0,SB 16
2742,91900471,3.0,5000 Sheets,6.0,SB 11
2742,91900471,5.0,5000 Sheets,6.0,SB 11
2742,91900471,6.0,5000 Sheets,6.0,SB 11
2742,91900471,7.0,5000 Sheets,6.0,SB 11
2742,91900471,8.0,5000 Sheets,6.0,SB 11
2742,91900471,11.0,5000 Sheets,6.0,SB CS 5000
2761,91900277,3.0,CS 6016 Sheets,6.0,SB 20
2761,91900277,4.0,CS 6016 Sheets,6.0,SB 13
2761,91900277,5.0,CS 6016 Sheets,6.0,SB 20
2761,91900277,16.0,CS 6016 Sheets,6.0,SB 17
2761,91900277,19.0,CS 6016 Sheets,6.0,SB 17
2761,91900277,20.0,CS 6016 Sheets,6.0,SB 18
2761,91900277,21.0,CS 6016 Sheets,6.0,SB 18
2761,91900277,22.0,CS 6016 Sheets,6.0,SB 18
2761,91900277,23.0,CS 6016 Sheets,6.0,SB 18
2761,91900277,26.0,CS 6016 Sheets,6.0,SB 18
2761,91900277,29.0,CPS 6016,6.0,SB 18
2761,91900277,34.0,CPS 6016,6.0,SB 18
2761,91900277,36.0,CPS 6016,6.0,SB 18
2821,91900173,1.0,CS 6005,6.0,SB 20 B
2821,91900173,3.0,CS 6005,6.0,SB 13
2821,91900173,4.0,CS 6005,6.0,SB 20
2821,91900173,6.0,CS 6005,6.0,SB CS 6005
2841,91900189,2.0,CSPA 99.7,12.0,SB 13
2841,91900189,4.0,CSPA 99.7,12.0,SB 19
2861,91901324,4.0,CSS 6082,47.0,SB 17 A
2981,91901440,4.0,CSPA Wire 99.5 PC 100%,47.0,SB 13
2981,91901440,5.0,CSPA Wire 99.5 PC 100%,47.0,SB 20
2981,91901440,6.0,CSPA Wire 99.5 PC 100%,47.0,SB 13
2981,91901440,7.0,CSPA Wire 99.5 PC 100%,47.0,SB 17
2981,91901440,8.0,CSPA Wire 99.5 PC 100%,47.0,SB 17
2981,91901440,9.0,CSPA Wire 99.5 PC 100%,47.0,SB 17
2981,91901440,10.0,CSPA Wire 99.5 PC 100%,47.0,SB 17
2981,91901440,11.0,CSPA Wire 99.5 PC 100%,47.0,SB 13
2981,91901440,12.0,CSPA Wire 99.5 PC 100%,47.0,SB 13
2981,91901440,13.0,CSPA Wire 99.5 PC 100%,47.0,SB 13
2981,91901440,14.0,CSPA Wire 99.5 PC 100%,47.0,SB 17 B
2981,91901440,19.0,CSPA Wire 99.5 PC 100%,47.0,SB 17
2981,91901440,21.0,Cable - 100%,47.0,SB 13
2981,91901440,22.0,Cable - 100%,47.0,SB 13
2981,91901440,25.0,Cable - 100%,47.0,SB 13
2981,91901440,26.0,Cable - 100%,15.0,SB 13
2981,91901440,27.0,Cable - 100%,15.0,SB 13
2981,91901440,28.0,Cable - 100%,15.0,SB 13 B
3005,91901460,4.0,shredded profile scrap PC 95%,47.0,SC 05
3005,91901460,5.0,shredded profile scrap PC 95%,47.0,SC 05
3005,91901460,6.0,shredded profile scrap PC 95%,47.0,SC 05
3005,91901460,7.0,shredded profile scrap PC 95%,47.0,SC 02
3005,91901460,8.0,shredded profile scrap PC 95%,47.0,SC 06
3005,91901460,9.0,shredded profile scrap PC 95%,47.0,SC 02
3005,91901460,10.0,shredded profile scrap PC 95%,47.0,SC 05
3005,91901460,11.0,shredded profile scrap PC 95%,47.0,SC 05
3005,91901460,12.0,shredded profile scrap PC 95%,47.0,Temp1460
3005,91901460,13.0,shredded profile scrap PC 95%,47.0,SB 10 B
3022,91901342,1.0,Shredded material 6063,47.0,SB 16
3101,91900177,2.0,CS 6082,6.0,SB CS 6082
3121,91901460,5.0,Shredded 95% PC - Inagen,47.0,SB 17
3121,91901460,6.0,Shredded 95% PC - Inagen,47.0,SB 17
3121,91901460,7.0,Shredded 95% PC - Inagen,47.0,SB 16
3121,91901460,10.0,Shredded 95% PC - Inagen,47.0,SB 16
3121,91901460,12.0,Shredded 95% PC - Inagen,47.0,SB 16
3121,91901460,19.0,Shredded 95% PC - Inagen,47.0,SB 13
3121,91901460,20.0,Shredded 95% PC - Inagen,47.0,SB 08
3121,91901460,21.0,Shredded 95% PC - Inagen,47.0,SB 08
3121,91901460,30.0,Shredded 95% PC - Inagen,47.0,SB 20
3121,91901460,31.0,Shredded 95% PC - Inagen,47.0,SB 20
3121,91901460,34.0,Shredded 95% PC - Inagen,47.0,DELETED_16.11:2023_SC 04 B
3121,91901460,36.0,Shredded 95% PC - Inagen,47.0,SB 18
3122,91901460,6.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,7.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,8.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,10.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,11.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,12.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,15.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,16.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,18.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,19.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,21.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,22.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,23.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,24.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,25.0,Shredded 95% PC - Alumisel,47.0,SB 17
3122,91901460,28.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,31.0,Shredded 95% PC - Alumisel,47.0,SC 03
3122,91901460,32.0,Shredded 95% PC - Alumisel,47.0,SC 03
